mti,processingCode,transactionAmount,dateTimeTransaction,cardholderBillingConversionRate,stan,timeLocalTransaction,dateLocalTransaction,expiryDate,conversionDate,merchantCategoryCode,posEntryMode,acquiringInstitutionCode,forwardingInstitutionCode,rrn,cardAcceptorTerminalId,cardAcceptorId,cardAcceptorNameLocation,cardBalance,additionalData48,transactionCurrencyCode,cardholderBillingCurrencyCode,posDataCode,originalDataElement,channel,encryptedPan,network,dcc,kitNo,factorOfAuthorization,authenticationScore,contactless,international,preValidated,enhancedLimitWhiteListing,transactionOrigin,transactionType,isExternalAuth,encryptedHexCardNo,isTokenized,entityId,moneySendTxn,mcRefundTxn,mpqrtxn,authorisationStatus,latitude,longitude
90,3,96,2099-05-16 14:52:40.002262,38,40,89,43,14,89,14,55,17,99,42,18,47,23,57,72,66,41,67,7,35,36,21,87,10,70,89,68,61,51,93,19,0,72,53,71,47,73,80,30,31,79.33653112529385,-172.2219674947567
94,70,80,1945-01-01 03:03:13.000160,72,26,62,22,8,33,31,46,83,87,98,23,17,7,9,10,27,87,34,84,88,76,65,92,78,16,35,32,91,0,57,81,87,71,62,79,55,57,94,37,38,-24.84201003172474,126.17770102209113
71,22,1,1936-04-26 19:54:42.000458,90,28,46,100,37,95,76,6,37,40,62,47,71,44,23,53,13,76,95,61,17,34,99,78,79,21,50,14,90,71,55,2,41,8,72,55,74,58,47,6,90,2.1386654248824897,-80.90139071506509
50,55,73,2024-01-01 23:02:27.003574,77,48,72,46,23,85,23,96,53,94,29,75,51,28,70,42,16,31,52,19,35,61,66,74,30,36,74,17,86,4,34,35,92,29,23,47,46,51,93,8,5,-55.40484567690212,-63.41378973558925
17,22,27,2018-12-13 17:38:01.007150,7,54,63,66,47,18,61,75,1,62,39,20,4,14,59,71,83,1,20,93,65,58,11,71,58,45,88,53,68,17,24,88,39,60,0,93,22,2,4,13,48,59.35423415519534,-4.288625146946373
55,34,40,2065-09-19 04:35:07.008221,24,85,83,23,91,55,60,32,14,84,24,48,9,44,4,13,78,40,56,20,31,39,34,72,21,24,68,0,54,19,71,41,18,36,23,70,37,50,51,2,52,-1.6810796716388694,-46.09156579704975
42,54,30,2039-05-15 10:35:46.003311,49,87,60,56,9,99,36,93,62,81,35,77,13,97,19,34,95,50,93,74,97,47,81,69,59,28,21,75,61,72,73,74,5,4,88,30,80,22,51,47,20,-39.17568857262301,6.076816368497845
66,15,29,1988-10-04 03:05:46.000116,5,39,90,75,77,67,87,12,98,74,19,1,11,32,96,52,92,22,85,72,42,33,47,52,13,1,23,71,68,75,17,20,85,91,79,67,15,98,61,10,94,-8.812674214843454,21.82491917680403
28,52,64,2098-11-06 10:04:45.008393,13,82,75,7,50,64,1,60,43,17,4,30,7,35,48,33,31,24,58,83,21,26,75,14,7,69,68,27,83,67,42,98,24,90,48,90,22,24,40,44,65,70.09937165458632,8.60226351171454
68,42,1,2017-05-08 21:28:38.009133,42,28,87,63,16,19,10,5,2,19,68,36,71,40,95,47,93,18,6,48,79,96,17,16,22,37,96,94,54,60,1,35,73,17,46,48,49,35,42,67,3,13.22848893342794,126.1837494107246
92,20,26,2033-04-21 12:22:26.008961,45,55,76,58,37,88,7,6,92,50,77,54,21,0,62,58,87,58,37,58,96,40,26,17,49,97,54,53,74,63,32,9,13,29,65,48,44,96,18,91,7,-45.99970252572922,176.20745940297888
27,96,95,1989-07-17 14:10:03.001397,18,17,28,58,28,19,31,46,89,53,90,27,80,84,95,72,8,35,70,91,99,69,16,53,16,25,14,29,98,36,25,16,30,49,50,98,66,58,21,35,58,43.108388711595836,-45.192626894134946
59,29,34,2083-10-25 08:14:25.004536,11,47,3,71,62,28,95,81,68,22,58,28,96,33,78,0,87,69,34,53,15,27,95,29,100,47,45,86,38,23,37,51,32,52,54,83,14,10,16,92,47,-12.611208016294754,28.16517417729122
52,56,36,2045-04-18 18:00:05.001912,73,61,27,57,26,18,81,41,69,75,55,94,86,45,76,98,58,55,82,64,84,97,87,24,73,52,44,96,29,62,68,4,1,20,40,11,58,22,95,15,91,-12.268618250196937,38.49228814016095
7,86,84,2051-03-13 03:51:52.007075,55,25,86,20,96,86,76,10,78,27,26,8,85,64,28,96,26,53,68,5,7,44,83,86,54,73,10,8,35,77,76,99,44,83,7,91,5,90,57,24,26,32.24320760503957,-4.15641533609849
49,77,29,2005-07-25 19:42:38.005774,77,56,73,61,37,44,43,40,74,11,21,85,25,86,69,5,72,27,88,24,100,46,66,69,9,42,69,37,56,62,70,35,58,53,23,58,79,45,51,78,4,56.031508131244635,1.4082565334731498
40,12,75,2008-05-25 15:38:14.001139,18,38,46,5,97,54,87,35,18,60,4,66,4,53,80,96,36,41,49,29,30,89,9,5,38,61,17,14,99,11,70,28,24,31,7,33,42,21,58,23,87,-73.96556270586167,-15.870790876944312
69,63,22,2049-01-05 12:05:54.000421,43,66,60,55,100,41,47,1,59,14,59,76,10,40,95,74,73,63,70,38,75,51,0,75,26,9,56,84,94,91,28,87,92,3,94,68,36,47,41,10,48,-37.02090487389098,151.83717664899814
70,88,85,2051-09-10 18:42:27.003465,69,1,0,20,61,100,52,60,56,95,59,46,7,84,15,7,1,54,1,70,92,8,26,61,69,40,50,12,53,93,56,36,38,98,41,14,58,6,33,5,38,76.03962116555226,179.86669893878627
66,4,2,1936-11-10 11:41:16.005843,19,21,6,71,27,57,90,89,76,65,31,38,33,98,3,58,91,34,76,19,90,60,17,49,55,76,8,74,66,54,98,69,62,32,85,12,34,64,71,4,30,-68.55333878140809,-80.74807799938549
8,71,47,2084-07-04 01:14:33.003710,13,75,85,25,10,52,2,53,69,1,15,95,70,11,20,19,19,34,50,63,17,67,35,73,94,74,69,55,57,77,0,63,33,15,90,72,70,52,5,62,27,-47.667664662432436,126.73242674787286
69,67,4,2068-12-19 02:56:32.003955,48,13,65,95,31,75,0,54,70,18,59,39,33,56,7,40,53,68,14,98,67,99,70,40,67,82,88,96,52,92,62,15,30,65,37,60,75,38,2,21,83,-37.16874706545579,-150.29566338272627
78,36,26,1987-11-22 19:58:40.006054,47,100,2,29,18,70,7,5,55,10,87,57,27,37,85,75,5,51,81,17,38,98,70,0,19,62,77,89,97,18,91,42,1,41,17,10,59,16,43,70,88,-63.29653627314505,25.334596378861875
57,96,7,2047-01-04 18:13:24.003865,92,61,91,57,18,93,76,61,39,53,31,8,10,5,48,28,5,10,54,86,48,23,42,35,48,87,34,27,97,13,61,94,89,84,55,22,5,33,27,65,78,-6.812687746801913,173.59694619171017
5,66,9,2031-10-21 20:34:08.005439,43,10,48,8,56,45,87,66,10,50,10,83,58,66,22,42,82,87,52,72,49,21,11,97,99,57,26,26,16,84,59,4,42,26,27,29,72,23,54,61,88,-28.4796330886035,167.5269460792399
40,31,14,1976-07-19 20:52:47.008483,62,5,49,33,35,59,15,83,63,89,35,17,44,32,0,80,56,37,39,71,42,53,22,61,63,31,20,92,8,35,3,63,15,78,75,31,69,86,5,15,36,83.13899350556929,57.64657685265257
10,87,81,1903-04-28 19:28:26.008157,44,83,0,45,1,62,17,53,17,24,13,97,86,78,45,57,44,44,9,76,78,77,30,96,82,56,87,85,96,94,31,90,60,72,12,52,40,21,33,11,70,74.83929358436367,50.36316238313495
71,25,61,2041-08-26 09:59:06.000558,82,53,24,29,46,30,41,22,14,64,64,46,65,58,75,14,5,81,53,28,73,0,65,4,64,90,48,50,100,43,52,99,55,14,61,9,81,100,27,39,100,-25.992888214342358,23.670426333436495
2,91,76,2059-06-16 13:19:55.008436,16,43,20,15,29,7,12,84,63,38,64,73,26,48,55,59,74,89,46,58,74,58,16,98,42,70,6,20,9,22,31,1,57,68,70,76,93,84,82,12,1,6.689849262086312,-165.8872475896366
95,89,60,2064-10-21 13:27:06.003757,81,51,11,93,97,85,93,72,22,8,66,63,5,70,1,60,26,77,8,80,33,97,47,1,34,88,55,86,95,43,12,1,17,90,85,15,48,99,0,13,37,-51.090339581566035,-134.07497568256872
89,99,85,2011-05-21 23:04:45.005233,48,76,30,9,46,91,24,94,19,99,27,62,89,38,68,20,17,26,78,82,20,85,81,26,74,80,89,72,37,23,2,90,40,39,47,3,20,69,72,67,76,-21.460617271323372,16.14086122341564
19,83,85,1903-04-11 22:40:12.001743,61,19,14,34,71,25,41,87,70,62,11,6,45,31,95,41,5,56,47,29,54,35,48,60,9,41,99,52,3,99,65,17,19,66,7,89,61,86,66,22,2,63.716045119287,-4.24259057087167
28,91,41,2091-03-07 08:46:59.004640,0,58,24,63,85,19,13,6,72,39,71,68,65,37,93,28,53,98,37,77,9,0,34,43,46,31,39,21,20,28,41,70,78,2,7,21,14,44,4,56,65,65.19182326037426,51.41273385034776
42,63,51,2026-02-17 18:53:33.001231,51,35,45,18,58,27,61,63,39,9,47,50,77,54,21,20,59,5,9,69,36,75,74,20,93,33,22,77,8,59,3,16,2,84,9,8,74,47,61,20,55,26.314291956520606,-42.186592121059505
91,60,50,2026-01-28 22:53:29.003421,17,8,2,60,64,5,50,81,100,79,49,53,8,55,5,42,25,39,59,68,98,62,47,68,31,63,5,54,94,22,59,25,0,15,14,64,23,6,50,24,36,-62.4568398319722,37.61862474193819
78,83,90,2007-05-01 11:01:53.000656,92,54,65,33,94,69,26,29,67,36,94,72,62,23,47,55,25,82,64,24,10,93,97,18,40,63,50,38,55,10,78,39,74,84,30,38,33,19,37,42,82,10.34481114917844,168.36664935083223
90,66,40,1930-04-24 06:58:00.001938,3,35,96,23,7,83,64,81,46,60,37,71,38,51,99,67,95,72,37,47,18,95,62,49,95,5,19,53,39,45,19,21,55,21,61,41,76,0,38,28,11,30.30759538240416,-113.07490358750118
16,79,17,2009-02-12 06:48:49.000467,65,96,45,5,93,67,92,8,87,71,26,9,84,28,63,10,69,61,77,45,85,7,30,4,86,72,88,28,30,2,61,63,73,17,92,100,45,100,15,86,75,88.14431554083853,142.40619035638144
86,45,96,1971-08-18 02:48:50.005421,21,71,60,75,70,82,58,28,13,48,56,4,94,33,24,15,30,91,55,80,78,63,69,8,50,97,61,100,37,67,31,93,77,64,3,47,27,11,44,49,63,11.604363481304972,-114.19123560927437
24,47,82,1950-04-21 01:21:33.003033,90,95,12,77,44,90,73,43,75,98,94,75,16,17,13,54,14,56,43,84,38,35,20,60,81,19,25,9,4,74,77,80,64,76,36,23,66,7,93,39,76,-25.47196662629233,136.78902701430098
96,100,30,2018-01-03 08:43:30.005897,73,53,89,72,77,39,81,52,71,28,45,8,41,0,91,86,50,91,11,77,93,11,47,65,44,18,6,80,70,66,1,59,39,0,13,52,22,37,55,1,86,-8.735276704738297,138.09676460069136
55,37,60,1924-07-02 17:02:46.008991,92,88,39,97,60,40,82,47,1,10,7,32,82,11,36,61,36,86,23,48,80,8,11,67,63,37,89,60,78,19,76,16,90,59,57,90,61,25,60,27,19,45.083344053925344,123.18265187790627
53,9,82,1928-11-11 03:28:28.003323,3,32,48,22,70,97,1,45,71,29,29,84,49,51,42,8,35,29,11,75,98,97,13,61,16,78,65,80,64,38,64,36,5,20,55,78,75,16,94,38,70,75.60896611080537,94.2447488199374
59,57,94,2054-12-10 11:19:46.000155,50,26,1,42,52,91,8,100,79,63,9,36,71,31,90,60,65,39,53,98,100,46,10,10,10,33,74,4,89,91,26,39,18,91,61,75,68,76,90,18,8,80.06709598219228,89.38083229308529
15,34,0,2056-11-20 22:59:04.002535,3,53,43,31,57,58,13,24,46,74,4,41,13,57,35,2,56,55,64,90,33,32,0,40,44,87,29,87,39,68,45,2,49,32,75,100,69,0,40,29,85,64.11282618080631,-33.10624660790464
84,54,77,2072-11-24 15:18:48.007955,11,40,45,74,52,55,22,54,47,91,31,64,76,88,50,10,71,59,17,92,65,92,74,16,49,66,25,48,1,96,6,79,55,93,17,86,66,0,72,17,99,34.0515886568289,-142.72137062088186
88,41,9,2086-06-27 15:16:24.007458,43,13,37,12,45,63,69,3,21,15,12,78,19,75,63,6,18,59,22,99,89,30,87,14,11,7,40,2,80,55,19,19,79,25,72,25,60,55,8,55,26,41.944714586849784,-147.0290711650067
9,24,17,2052-04-14 20:42:20.003972,85,93,93,29,10,17,30,96,83,93,83,96,59,71,50,40,27,80,10,68,61,20,21,69,30,63,11,62,17,82,0,99,41,82,11,44,79,38,10,19,79,35.8558688454587,83.88596802920506
28,17,93,1982-01-04 14:04:19.007991,27,91,72,72,46,71,28,7,59,24,17,75,0,82,93,71,66,48,38,33,29,63,94,98,90,77,8,83,45,13,75,6,97,59,52,49,91,96,0,2,32,-75.72566507667403,138.30856301886053
87,38,51,1913-07-18 14:54:47.003143,86,9,0,48,48,92,27,39,35,35,74,46,5,62,73,54,58,96,3,61,75,10,76,97,63,36,15,43,1,38,38,98,12,23,83,52,86,54,97,4,99,-61.528485832947936,74.57415427560576
61,72,20,2064-02-26 21:58:22.008174,99,1,64,25,2,33,49,40,29,66,50,82,5,41,98,10,0,89,46,69,40,59,27,22,94,61,64,69,65,59,5,95,77,66,17,31,73,65,37,26,17,-83.08921200992273,-123.24666960269815
93,78,34,2063-10-03 17:46:34.000761,78,76,97,36,98,44,64,50,76,58,36,38,59,37,61,36,11,24,51,69,100,44,91,44,36,84,30,35,70,74,60,22,8,33,68,60,72,100,24,66,64,54.17815846881132,-67.71960533732215
13,57,12,1985-09-25 02:02:27.003219,26,80,21,90,52,66,96,17,54,63,42,43,16,7,62,97,41,13,31,24,100,57,97,46,53,89,9,75,9,35,87,73,5,36,3,66,19,19,96,91,99,41.488427824495915,142.7627721102237
94,20,50,1967-02-04 06:45:36.007262,24,25,91,75,91,88,65,86,89,72,73,31,83,74,13,20,26,17,14,24,50,6,88,59,35,58,61,38,78,72,85,99,33,15,71,83,82,92,91,18,11,-68.3565300367373,-31.973651343070628
23,63,28,2062-09-02 06:52:42.008013,49,46,52,1,61,74,100,44,24,49,43,19,15,23,16,12,48,21,51,66,59,1,79,44,39,39,16,29,31,19,63,30,4,14,44,22,39,53,77,61,16,46.81781354960967,136.31078326162043
22,51,91,2021-11-02 14:11:14.002706,10,46,64,54,100,97,91,24,89,58,55,73,37,56,28,43,92,90,36,88,77,50,83,60,18,42,55,48,39,14,89,97,31,36,29,14,12,81,25,42,75,-23.075498583218675,-117.62787260691903
39,89,30,2010-02-12 07:42:22.000794,65,99,2,3,41,94,7,33,62,5,80,74,30,66,30,98,40,46,92,64,70,24,93,99,33,82,81,46,8,19,88,78,55,25,7,50,18,0,37,95,31,41.04589513266913,61.70265205116965
74,30,1,1921-08-22 14:54:13.007376,75,12,22,2,22,55,17,4,39,57,82,22,13,59,35,93,1,75,57,93,59,50,70,52,47,15,84,80,73,0,95,66,58,1,27,55,16,6,39,0,93,54.30731972425363,56.458072633820194
23,41,76,2029-01-15 18:41:47.007395,82,84,22,60,55,71,44,68,91,64,79,83,14,80,58,14,23,34,56,20,99,39,57,52,87,72,96,70,39,27,20,69,78,49,57,77,34,99,25,60,27,-38.764014160764134,107.22774434978794
65,27,20,1984-08-21 01:36:55.005355,93,48,22,9,48,92,31,15,21,5,71,10,96,37,89,43,58,84,14,70,1,73,42,98,46,3,31,88,17,57,48,55,53,99,11,50,40,79,20,80,43,18.769298662011593,-19.217170935005186
92,52,13,2085-12-08 20:24:12.004085,14,78,18,81,14,96,73,17,49,69,88,45,86,33,39,69,84,85,52,70,92,6,38,94,19,46,60,30,70,51,5,80,7,80,78,90,53,12,64,86,37,-11.690386923157632,130.30562157657528
8,55,26,1981-07-26 08:28:39.005394,92,82,76,44,71,24,42,94,50,62,8,100,1,49,64,55,95,95,15,62,7,36,28,70,40,76,41,42,69,45,83,70,79,86,17,64,33,77,24,65,13,3.8986239466296553,96.87824495868017
60,85,67,1918-11-20 15:04:15.007213,5,30,69,6,93,52,37,79,4,2,88,91,97,67,15,61,83,52,81,65,70,41,88,29,40,51,77,23,81,59,50,42,80,98,97,91,9,29,29,4,36,-45.660309411744855,-16.229092950350747
12,35,59,2006-07-15 23:49:58.000188,5,83,24,18,32,16,21,48,26,67,72,70,14,6,90,32,92,94,8,12,56,79,31,42,88,87,2,21,18,12,20,52,93,71,21,79,38,92,28,79,43,-11.537431928809895,-69.38468432820689
86,79,49,1955-10-16 17:30:14.009671,8,45,45,53,47,89,76,95,83,55,36,53,80,42,11,69,0,15,99,8,51,22,7,83,81,56,41,47,67,41,41,45,70,93,89,3,51,71,11,76,97,-7.425252979549867,64.21786665220367
88,50,36,2062-09-09 16:30:21.001019,97,5,20,80,5,90,11,15,71,97,13,58,76,12,93,78,30,56,31,93,34,82,44,17,28,44,24,72,76,47,24,94,51,78,95,77,34,97,26,43,69,63.07858250054653,112.04249850985713
76,57,26,2086-09-04 21:55:48.002600,66,35,13,68,33,7,0,38,56,26,38,52,52,35,36,15,8,36,58,3,61,51,46,8,68,82,70,79,6,39,84,64,40,57,26,60,53,94,68,90,6,-62.56456041127918,-62.89551848566258
51,72,73,2021-01-23 20:08:46.002556,70,47,47,33,65,38,71,67,63,44,25,53,46,37,11,17,42,75,92,86,31,4,71,28,68,23,57,80,86,46,25,57,52,19,77,73,94,44,81,8,12,-2.592326219805443,-164.91347287313093
71,71,17,2008-02-12 00:04:46.002411,4,62,26,36,13,13,70,68,39,91,27,8,76,6,83,39,90,23,83,80,70,1,47,14,34,43,35,47,86,4,37,63,64,72,37,10,85,69,93,29,46,-73.35105406347154,157.2017746592457
11,36,11,1942-11-15 11:04:49.001233,93,93,95,56,86,91,81,69,51,23,64,15,75,62,100,96,58,86,100,64,38,36,91,41,20,40,32,66,78,19,69,61,26,34,85,58,24,95,15,94,95,11.560474191115432,-0.8106571278859747
39,32,67,2000-05-15 15:48:09.003731,51,48,99,92,4,66,58,69,77,65,5,45,96,41,62,14,0,87,73,46,88,26,20,55,25,19,12,48,51,54,36,79,67,58,21,48,63,11,1,47,99,-49.29019457397642,177.27210084268359
44,51,68,2008-08-19 18:17:03.003111,45,93,37,6,15,25,99,4,44,29,89,16,28,17,8,48,37,16,87,30,87,2,95,76,95,47,36,32,79,15,10,32,5,29,25,19,36,75,100,71,69,48.2292031183797,59.06442083677365
75,28,76,2056-06-10 22:14:05.007744,64,79,61,75,16,79,87,27,89,18,51,3,29,63,35,94,10,78,22,35,13,57,11,53,14,70,42,0,78,78,2,26,42,63,91,63,85,59,54,44,22,-74.21849275940936,-10.165439074695655
66,15,80,2022-06-18 19:37:42.004589,61,7,64,69,1,98,81,99,80,55,74,64,7,10,85,75,58,96,81,29,14,20,7,9,86,34,78,60,19,94,0,89,26,52,15,17,59,84,85,78,15,57.57017489415293,156.9369025563161
50,77,43,2006-02-09 09:38:40.001235,92,95,19,45,17,2,31,67,65,47,37,60,74,24,35,55,47,99,24,79,47,17,51,87,65,37,24,10,90,68,50,45,36,20,25,71,72,99,10,81,84,34.06521323469772,-153.92376298714984
22,95,39,1918-06-06 20:09:53.006532,64,59,93,51,59,9,37,52,42,79,82,98,86,34,7,27,57,48,7,11,12,66,6,78,38,52,83,100,30,66,24,80,24,75,60,31,9,93,28,38,63,37.43086345184257,-148.6440917338334
0,16,51,1968-12-13 23:25:08.001122,48,45,96,28,13,44,24,73,72,15,54,29,73,70,17,88,67,91,22,96,89,18,18,97,54,11,62,64,93,19,70,68,16,59,44,96,70,84,89,88,79,12.833365615268534,117.24498157134144
81,35,55,1935-11-13 09:21:16.005893,88,99,50,1,19,25,84,42,21,46,88,81,15,61,8,38,82,5,55,14,52,34,19,62,86,28,49,81,90,88,64,60,84,46,78,74,92,53,28,73,39,35.83124335294943,156.36439021207707
43,55,12,1990-02-04 15:22:54.004507,40,97,0,22,86,89,35,97,100,20,36,2,31,67,89,53,81,88,17,35,29,4,57,36,46,68,25,16,57,45,14,82,69,97,39,30,57,4,46,60,96,-42.00313006443907,-34.251208634787304
64,28,69,1960-11-02 13:23:28.003064,21,55,38,60,88,78,37,66,5,13,94,87,19,64,12,58,50,100,48,35,36,10,25,92,98,56,38,69,38,30,24,59,64,79,97,4,65,33,9,78,62,-63.066818621180275,166.75534058343146
62,17,72,1987-11-09 05:07:52.000878,14,21,90,36,3,34,12,31,20,69,29,62,66,55,89,76,26,61,100,76,12,10,18,8,63,52,79,97,9,96,75,96,81,25,65,76,15,49,63,98,98,37.84913449744164,-13.926817429519701
40,22,55,2076-10-21 03:34:31.000313,89,78,21,64,79,3,90,43,12,66,53,75,47,38,51,7,11,17,64,57,37,60,40,32,81,90,54,67,7,41,34,83,17,23,8,41,3,30,27,86,75,-50.64372925671285,-35.49526937342273
87,55,15,1939-11-25 23:35:33.008403,31,37,61,50,14,77,75,62,83,95,18,56,53,86,24,94,76,14,93,28,69,27,7,2,67,47,88,27,66,55,43,90,64,15,42,34,43,13,83,4,72,69.94604910788081,-172.7793399747989
66,16,41,2082-03-08 11:19:25.009255,13,93,26,41,79,5,34,40,98,86,100,22,49,24,80,81,17,96,32,32,47,36,44,22,1,58,29,61,77,37,83,11,43,35,65,53,26,11,95,98,84,-23.2490318184408,97.16000164495006
92,52,0,1982-11-10 06:23:29.004106,16,100,10,59,78,47,32,36,1,82,58,66,63,79,96,27,97,42,87,15,92,36,14,37,69,70,32,10,19,42,95,96,35,18,62,2,23,73,72,66,61,10.653804360265696,-136.60145933338143
29,27,35,1999-10-07 18:57:23.007070,43,49,90,76,33,33,69,43,98,17,37,46,82,89,37,6,32,33,78,53,47,75,8,30,22,47,69,61,99,42,55,19,91,85,23,37,53,43,39,88,31,72.79219978245936,160.24726703552085
50,60,75,2039-06-04 04:09:07.004848,11,3,5,11,27,60,82,93,15,40,49,36,38,71,19,85,44,19,51,49,43,78,9,47,79,97,74,85,50,4,75,19,37,57,82,4,37,43,61,10,56,-15.655874369218253,-78.92685151395378
92,26,16,1904-11-22 22:38:44.009945,90,72,92,29,77,53,42,99,93,3,90,38,51,10,48,88,56,56,46,24,87,30,20,59,16,63,46,9,83,16,47,78,42,48,67,6,29,54,52,29,82,72.54935918365157,-13.761220500200551
45,74,78,1919-03-17 00:02:20.007413,33,76,8,11,51,43,88,40,1,92,33,16,14,44,86,82,12,52,46,35,81,48,52,62,53,12,95,18,8,26,84,2,45,50,1,98,71,23,75,45,31,-89.73680853804026,165.54327040366917
58,75,77,2005-11-27 08:15:41.001052,49,19,59,80,70,41,7,6,24,15,24,87,70,2,47,3,43,66,66,29,78,80,78,49,91,10,62,25,33,88,48,25,42,22,20,15,25,42,70,22,44,-89.30451579825355,169.993227979548
25,97,79,1903-09-06 17:00:37.000744,37,78,33,51,47,85,92,32,38,67,7,39,83,87,83,56,29,92,11,61,66,56,44,88,43,54,7,86,86,54,82,57,72,23,21,73,86,37,15,53,96,45.764940859838504,-117.09736136732033
69,39,32,2017-12-01 00:42:52.001847,70,44,90,90,11,87,60,27,87,1,38,48,13,4,56,98,70,83,27,11,55,43,25,29,62,7,4,91,79,15,90,92,18,19,55,23,22,45,57,94,19,44.37698229222326,62.21029665931084
72,3,17,2042-05-06 01:35:57.000507,64,44,64,47,19,22,49,82,40,13,17,63,8,47,67,78,45,50,74,49,85,7,100,31,16,100,44,42,46,35,71,54,40,68,61,71,6,76,57,5,4,-59.49437123423334,-12.685765042237051
8,84,76,1969-11-05 17:35:13.003651,96,54,12,73,67,70,7,43,15,93,92,35,90,4,31,12,65,7,62,86,59,51,66,82,35,80,97,6,96,80,72,76,20,8,61,86,44,32,60,1,13,-11.090962170310732,-13.09922288649247
42,22,41,2048-03-19 07:50:04.002200,4,80,94,18,61,16,67,32,87,78,62,66,92,84,59,55,20,64,90,76,13,47,78,24,2,30,90,1,70,70,29,30,34,31,70,69,56,0,18,36,81,-42.86977205694367,107.82438980951764
68,0,85,2023-11-28 20:22:11.007655,26,25,36,65,97,49,52,75,32,41,54,52,25,17,23,83,31,85,54,55,46,95,29,9,77,63,95,75,63,53,39,18,32,16,81,35,44,44,24,60,42,81.8396272302619,-29.158604102712985
78,43,14,1970-10-17 15:07:09.005479,80,85,19,63,71,60,7,33,34,9,82,68,70,13,9,66,2,56,77,81,27,42,46,88,5,33,52,75,16,62,48,0,39,68,79,79,29,92,51,58,72,35.474925055830596,37.30126969874206
87,73,75,2038-09-28 04:53:39.006246,7,15,61,93,2,96,45,53,99,97,82,22,12,8,54,10,87,14,92,12,64,99,19,28,18,65,13,58,12,62,45,2,81,48,14,68,61,49,99,24,35,-24.00446839283954,-172.03180246943577
56,83,56,2088-03-06 17:27:24.003011,38,91,14,63,71,100,8,6,87,48,33,100,14,94,22,72,95,71,3,98,52,69,67,77,84,25,7,37,37,76,55,43,51,11,66,85,33,5,7,45,99,35.587953439255315,-72.11586046944056
94,59,25,1983-10-16 18:08:41.009369,92,26,83,39,21,21,73,66,75,7,49,99,16,1,40,48,22,81,11,25,3,36,27,19,10,100,57,1,33,91,88,87,52,94,47,46,56,36,63,10,21,-37.27355520455505,109.39092420534172
20,7,35,1977-08-10 12:27:24.006441,78,81,32,17,51,63,9,44,98,6,20,51,98,34,4,9,27,68,88,87,19,64,53,18,49,4,46,93,23,84,4,96,66,2,55,81,17,96,8,23,97,57.57826486917162,-115.53424141662754
64,15,75,2077-01-03 10:04:05.002506,10,41,96,98,8,70,36,30,17,67,2,92,70,93,49,70,59,45,23,37,15,74,41,95,60,1,46,73,14,85,64,97,81,85,66,40,39,33,64,11,81,77.58845115300346,-88.4938969093061
81,18,3,2100-12-01 16:47:27.003252,11,72,20,14,5,47,52,97,100,58,23,25,56,64,71,76,49,4,83,81,7,44,23,60,23,71,17,59,69,6,21,55,57,29,26,54,58,41,29,42,77,55.80924786523971,22.070977528468745
90,2,58,1971-01-12 04:08:36.005984,10,48,78,27,15,53,88,90,38,57,10,45,49,17,91,90,10,82,52,11,82,15,35,78,37,60,90,97,2,97,51,98,3,75,13,63,53,56,10,50,44,-75.62539713097863,-44.833407252400434
36,3,74,2000-07-19 13:43:33.004613,6,93,61,69,89,39,7,79,37,6,35,11,63,79,46,49,26,84,79,65,63,97,21,93,94,99,68,80,50,11,17,84,29,65,98,55,29,9,65,30,44,46.17431763683129,59.61779542832892
45,10,14,2059-02-06 03:55:27.000521,20,31,97,6,27,91,9,76,51,72,75,45,26,14,16,84,18,83,47,59,11,48,95,64,76,95,56,18,96,11,72,88,96,91,87,42,98,6,15,98,78,-70.24577030848154,-108.56715689822111
81,5,75,2096-10-18 14:49:53.003447,29,97,96,36,6,73,8,86,73,75,28,95,55,74,40,78,71,66,61,94,32,24,36,93,65,91,53,71,71,89,18,26,4,84,9,48,43,89,45,1,76,36.80901738850655,-73.74433698325903
44,91,9,1901-08-11 00:01:52.005852,58,19,29,88,93,63,16,7,89,47,52,85,62,72,97,13,16,43,28,67,19,13,97,86,46,19,56,63,70,45,81,87,95,97,14,1,34,2,90,98,78,65.23740266237027,140.04577698872959
35,89,81,1999-08-07 19:16:19.004739,93,9,60,87,99,23,50,90,57,91,74,50,0,75,1,88,73,8,12,35,48,54,34,14,88,30,23,38,33,24,53,35,37,58,86,87,38,9,27,37,49,52.32094466978671,-57.97399294032793
88,19,64,1974-04-24 04:11:41.007674,62,12,11,32,7,20,37,9,72,18,70,45,33,79,15,21,9,55,51,24,28,75,22,4,52,89,72,36,23,51,59,98,61,42,18,0,72,54,57,14,26,28.50809004651144,-7.304303351970077
16,59,68,2098-03-06 18:13:28.005465,18,72,6,95,14,6,72,1,72,42,84,33,40,70,14,14,17,58,92,3,40,89,29,44,79,67,39,20,52,1,95,25,49,91,22,89,67,67,70,82,4,-46.296938682624265,-127.64624594934772
25,87,73,1938-09-16 03:29:00.007437,50,35,83,18,11,41,9,22,55,45,1,81,36,99,73,41,49,18,33,86,65,10,20,89,15,81,47,16,78,52,78,28,41,42,52,51,94,1,26,12,15,61.95816063631733,-90.93657325471368
